study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
EUROPEPMC:41246285,needs_manual_extraction,PubMed,41246285,https://europepmc.org/article/MED/41246285,10.3389/fmedt.2025.1695329,41246285,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:39944116,needs_manual_extraction,PubMed,39944116,https://europepmc.org/article/MED/39944116,10.1017/gmb.2024.12,39944116,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41374064,needs_manual_extraction,PubMed,41374064,https://pubmed.ncbi.nlm.nih.gov/41374064/,10.3390/nu17233774,41374064,postbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41348832,needs_manual_extraction,PubMed,41348832,https://pubmed.ncbi.nlm.nih.gov/41348832/,10.1371/journal.pone.0337760,41348832,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40434504,needs_manual_extraction,PubMed,40434504,https://pubmed.ncbi.nlm.nih.gov/40434504/,10.1007/s12602-025-10605-3,40434504,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40192559,needs_manual_extraction,PubMed,40192559,https://pubmed.ncbi.nlm.nih.gov/40192559/,10.1089/jmf.2023.0233,40192559,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39997695,needs_manual_extraction,PubMed,39997695,https://pubmed.ncbi.nlm.nih.gov/39997695/,10.3390/metabo15020070,39997695,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40637175,needs_manual_extraction,PubMed,40637175,https://pubmed.ncbi.nlm.nih.gov/40637175/,10.1002/14651858.CD015875,40637175,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39984625,needs_manual_extraction,PubMed,39984625,https://pubmed.ncbi.nlm.nih.gov/39984625/,10.1038/s41598-025-90820-8,39984625,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:37771199,needs_manual_extraction,PubMed,37771199,https://europepmc.org/article/MED/37771199,10.1002/edm2.436,37771199,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:39421246,needs_manual_extraction,PubMed,39421246,https://europepmc.org/article/MED/39421246,10.20517/mrr.2024.05,39421246,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38409604,needs_manual_extraction,PubMed,38409604,https://pubmed.ncbi.nlm.nih.gov/38409604/,10.1038/s42255-024-00988-y,38409604,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39400776,needs_manual_extraction,PubMed,39400776,https://pubmed.ncbi.nlm.nih.gov/39400776/,10.1186/s13568-024-01769-2,39400776,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39125666,needs_manual_extraction,PubMed,39125666,https://pubmed.ncbi.nlm.nih.gov/39125666/,10.3390/ijms25158098,39125666,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38940505,needs_manual_extraction,PubMed,38940505,https://pubmed.ncbi.nlm.nih.gov/38940505/,10.1128/cmr.00045-23,38940505,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38953736,needs_manual_extraction,PubMed,38953736,https://pubmed.ncbi.nlm.nih.gov/38953736/,10.1039/d4fo01269k,38953736,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:37661739,needs_manual_extraction,PubMed,37661739,https://europepmc.org/article/MED/37661739,10.1098/rstb.2022.0221,37661739,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37642346,needs_manual_extraction,PubMed,37642346,https://pubmed.ncbi.nlm.nih.gov/37642346/,10.1080/19490976.2023.2250482,37642346,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37562188,needs_manual_extraction,PubMed,37562188,https://pubmed.ncbi.nlm.nih.gov/37562188/,10.1016/j.nut.2023.112111,37562188,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37915619,needs_manual_extraction,PubMed,37915619,https://pubmed.ncbi.nlm.nih.gov/37915619/,10.3389/fnut.2023.1282376,37915619,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37474971,needs_manual_extraction,PubMed,37474971,https://pubmed.ncbi.nlm.nih.gov/37474971/,10.1186/s13099-023-00563-y,37474971,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34973469,needs_manual_extraction,PubMed,34973469,https://europepmc.org/article/MED/34973469,10.1016/j.molmet.2021.101427,34973469,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:36313072,needs_manual_extraction,PubMed,36313072,https://europepmc.org/article/MED/36313072,10.3389/fnut.2022.1018212,36313072,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36091491,needs_manual_extraction,PubMed,36091491,https://pubmed.ncbi.nlm.nih.gov/36091491/,10.1016/j.xinn.2022.100304,36091491,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35467389,needs_manual_extraction,PubMed,35467389,https://pubmed.ncbi.nlm.nih.gov/35467389/,10.1128/spectrum.00837-22,35467389,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36530587,needs_manual_extraction,PubMed,36530587,https://pubmed.ncbi.nlm.nih.gov/36530587/,10.2147/DMSO.S378396,36530587,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36281657,needs_manual_extraction,PubMed,36281657,https://pubmed.ncbi.nlm.nih.gov/36281657/,10.1039/d2fo02185d,36281657,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34065217,needs_manual_extraction,PubMed,34065217,https://europepmc.org/article/MED/34065217,10.3390/microorganisms9051098,34065217,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34836254,needs_manual_extraction,PubMed,34836254,https://europepmc.org/article/MED/34836254,10.3390/nu13113999,34836254,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:33722164,needs_manual_extraction,PubMed,33722164,https://europepmc.org/article/MED/33722164,10.1080/19490976.2021.1894070,33722164,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:34946095,needs_manual_extraction,PubMed,34946095,https://pubmed.ncbi.nlm.nih.gov/34946095/,10.3390/microorganisms9122493,34946095,needs_manual_extraction,Bifidobacterium longum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:34684633,needs_manual_extraction,PubMed,34684633,https://pubmed.ncbi.nlm.nih.gov/34684633/,10.3390/nu13103627,34684633,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:33459204,needs_manual_extraction,PubMed,33459204,https://pubmed.ncbi.nlm.nih.gov/33459204/,10.3920/BM2020.0111,33459204,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:31064150,needs_manual_extraction,PubMed,31064150,https://pubmed.ncbi.nlm.nih.gov/31064150/,10.3390/nu11051017,31064150,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42197026,needs_manual_extraction,PubMed,42197026,https://europepmc.org/article/MED/42197026,10.3390/nu18101565,42197026,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42193156,needs_manual_extraction,PubMed,42193156,https://europepmc.org/article/MED/42193156,10.3390/antiox15050533,42193156,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41683193,needs_manual_extraction,PubMed,41683193,https://europepmc.org/article/MED/41683193,10.3390/nu18030369,41683193,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41703894,needs_manual_extraction,PubMed,41703894,https://europepmc.org/article/MED/41703894,10.1002/bcp.70487,41703894,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41746476,needs_manual_extraction,PubMed,41746476,https://europepmc.org/article/MED/41746476,10.1007/s13668-026-00732-w,41746476,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC13203418,needs_manual_extraction,publisher supplementary data,PMC13203418,,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC13206985,needs_manual_extraction,publisher supplementary data,PMC13206985,,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42108208,needs_manual_extraction,PubMed,42108208,https://europepmc.org/article/MED/42108208,10.1093/nutrit/nuag048,42108208,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41906418,needs_manual_extraction,PubMed,41906418,https://europepmc.org/article/MED/41906418,10.1080/19490976.2026.2647535,41906418,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41774188,needs_manual_extraction,PubMed,41774188,https://europepmc.org/article/MED/41774188,10.1007/s00018-025-06022-y,41774188,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41883787,needs_manual_extraction,PubMed,41883787,https://europepmc.org/article/MED/41883787,10.3389/fmicb.2026.1782361,41883787,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41596930,needs_manual_extraction,PubMed,41596930,https://europepmc.org/article/MED/41596930,10.3390/foods15020332,41596930,needs_manual_extraction,Lacticaseibacillus rhamnosus,CU262,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41783897,needs_manual_extraction,PubMed,41783897,https://europepmc.org/article/MED/41783897,10.1515/mr-2025-0048,41783897,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41599808,needs_manual_extraction,PubMed,41599808,https://europepmc.org/article/MED/41599808,10.3390/nu18020195,41599808,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41788730,needs_manual_extraction,PubMed,41788730,https://europepmc.org/article/MED/41788730,10.3389/fmed.2026.1728174,41788730,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41884636,needs_manual_extraction,PubMed,41884636,https://europepmc.org/article/MED/41884636,10.3389/fcvm.2026.1757348,41884636,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41901168,needs_manual_extraction,PubMed,41901168,https://europepmc.org/article/MED/41901168,10.3390/nu18060993,41901168,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41971399,needs_manual_extraction,PubMed,41971399,https://europepmc.org/article/MED/41971399,10.1016/j.fochx.2026.103798,41971399,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42180583,needs_manual_extraction,PubMed,42180583,https://europepmc.org/article/MED/42180583,10.3389/fnut.2026.1779954,42180583,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41782088,needs_manual_extraction,PubMed,41782088,https://europepmc.org/article/MED/41782088,10.1186/s12902-025-02153-2,41782088,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41769660,needs_manual_extraction,PubMed,41769660,https://europepmc.org/article/MED/41769660,10.3389/fnut.2026.1729480,41769660,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41745391,needs_manual_extraction,PubMed,41745391,https://europepmc.org/article/MED/41745391,10.3390/jpm16020099,41745391,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41880417,needs_manual_extraction,PubMed,41880417,https://europepmc.org/article/MED/41880417,10.1590/s0004-2803.24612025-087,41880417,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41841409,needs_manual_extraction,PubMed,41841409,https://europepmc.org/article/MED/41841409,10.1002/smll.202514910,41841409,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41276282,needs_manual_extraction,PubMed,41276282,https://europepmc.org/article/MED/41276282,,41276282,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41798990,needs_manual_extraction,PubMed,41798990,https://europepmc.org/article/MED/41798990,10.3389/frtra.2026.1703048,41798990,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42139619,needs_manual_extraction,PubMed,42139619,https://pubmed.ncbi.nlm.nih.gov/42139619/,10.36740/WLek/220666,42139619,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42116498,needs_manual_extraction,PubMed,42116498,https://pubmed.ncbi.nlm.nih.gov/42116498/,10.1016/j.foodres.2026.119257,42116498,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42061563,needs_manual_extraction,PubMed,42061563,https://pubmed.ncbi.nlm.nih.gov/42061563/,10.1016/j.jep.2026.121684,42061563,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42060019,needs_manual_extraction,PubMed,42060019,https://pubmed.ncbi.nlm.nih.gov/42060019/,10.1007/s40520-026-03403-6,42060019,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41895350,needs_manual_extraction,PubMed,41895350,https://pubmed.ncbi.nlm.nih.gov/41895350/,10.1016/j.micpath.2026.108466,41895350,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41657529,needs_manual_extraction,PubMed,41657529,https://pubmed.ncbi.nlm.nih.gov/41657529/,10.1002/fsn3.71497,41657529,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41580820,needs_manual_extraction,PubMed,41580820,https://pubmed.ncbi.nlm.nih.gov/41580820/,10.1186/s13020-025-01305-9,41580820,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40587116,needs_manual_extraction,PubMed,40587116,https://pubmed.ncbi.nlm.nih.gov/40587116/,10.2337/dc25-0728,40587116,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42151830,needs_manual_extraction,PubMed,42151830,https://pubmed.ncbi.nlm.nih.gov/42151830/,10.1186/s12876-026-04934-y,42151830,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41137026,needs_manual_extraction,PubMed,41137026,https://europepmc.org/article/MED/41137026,10.1186/s12967-025-07149-z,41137026,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41200610,needs_manual_extraction,PubMed,41200610,https://europepmc.org/article/MED/41200610,10.7759/cureus.95045,41200610,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41030554,needs_manual_extraction,PubMed,41030554,https://europepmc.org/article/MED/41030554,10.3389/fmicb.2025.1665101,41030554,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41488302,needs_manual_extraction,PubMed,41488302,https://europepmc.org/article/MED/41488302,10.3389/fmicb.2025.1675155,41488302,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41269489,needs_manual_extraction,PubMed,41269489,https://europepmc.org/article/MED/41269489,10.1007/s40520-025-03216-z,41269489,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40299326,needs_manual_extraction,PubMed,40299326,https://europepmc.org/article/MED/40299326,10.3390/biomedicines13040779,40299326,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41584842,needs_manual_extraction,PubMed,41584842,https://europepmc.org/article/MED/41584842,10.3389/fcell.2025.1698296,41584842,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41097469,needs_manual_extraction,PubMed,41097469,https://europepmc.org/article/MED/41097469,10.3390/foods14193300,41097469,probiotic,Lactobacillus plantarum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:39857762,needs_manual_extraction,PubMed,39857762,https://europepmc.org/article/MED/39857762,10.3390/biomedicines13010179,39857762,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41295220,needs_manual_extraction,PubMed,41295220,https://europepmc.org/article/MED/41295220,10.3390/jpm15110518,41295220,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40673005,needs_manual_extraction,PubMed,40673005,https://europepmc.org/article/MED/40673005,10.3389/fcimb.2025.1546627,40673005,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41308055,needs_manual_extraction,PubMed,41308055,https://europepmc.org/article/MED/41308055,10.1177/07067437251394369,41308055,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41120928,needs_manual_extraction,PubMed,41120928,https://europepmc.org/article/MED/41120928,10.1186/s12866-025-04408-3,41120928,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41516240,needs_manual_extraction,PubMed,41516240,https://europepmc.org/article/MED/41516240,10.3390/ijms27010365,41516240,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41377642,needs_manual_extraction,PubMed,41377642,https://europepmc.org/article/MED/41377642,10.17925/hi.2025.19.2.3,41377642,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41373754,needs_manual_extraction,PubMed,41373754,https://pubmed.ncbi.nlm.nih.gov/41373754/,10.3390/ijms262311602,41373754,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41393538,needs_manual_extraction,PubMed,41393538,https://pubmed.ncbi.nlm.nih.gov/41393538/,10.7759/cureus.96713,41393538,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40284712,needs_manual_extraction,PubMed,40284712,https://pubmed.ncbi.nlm.nih.gov/40284712/,10.3390/microorganisms13040877,40284712,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40025880,needs_manual_extraction,PubMed,40025880,https://pubmed.ncbi.nlm.nih.gov/40025880/,10.1080/17501911.2025.2473309,40025880,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39914371,needs_manual_extraction,PubMed,39914371,https://pubmed.ncbi.nlm.nih.gov/39914371/,10.1159/000541711,39914371,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
