study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
NCT:NCT01718418,needs_manual_extraction,ClinicalTrials.gov,NCT01718418,https://clinicaltrials.gov/study/NCT01718418,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02608983,needs_manual_extraction,ClinicalTrials.gov,NCT02608983,https://clinicaltrials.gov/study/NCT02608983,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01240018,needs_manual_extraction,ClinicalTrials.gov,NCT01240018,https://clinicaltrials.gov/study/NCT01240018,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT00164099,needs_manual_extraction,ClinicalTrials.gov,NCT00164099,https://clinicaltrials.gov/study/NCT00164099,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42065141,needs_manual_extraction,PubMed,42065141,https://europepmc.org/article/MED/42065141,10.1177/1096620x261448041,42065141,probiotic,,KABP051,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41930918,needs_manual_extraction,PubMed,41930918,https://pubmed.ncbi.nlm.nih.gov/41930918/,10.2174/0115665240391524251201102455,41930918,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41444876,needs_manual_extraction,PubMed,41444876,https://europepmc.org/article/MED/41444876,10.1186/s12887-025-06319-8,41444876,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41586244,needs_manual_extraction,PubMed,41586244,https://pubmed.ncbi.nlm.nih.gov/41586244/,10.3389/fnut.2025.1714444,41586244,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40827948,needs_manual_extraction,PubMed,40827948,https://pubmed.ncbi.nlm.nih.gov/40827948/,10.1530/EC-25-0219,40827948,needs_manual_extraction,Bifidobacterium triple,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37181156,needs_manual_extraction,PubMed,37181156,https://pubmed.ncbi.nlm.nih.gov/37181156/,10.3389/fnut.2023.1108088,37181156,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36879442,needs_manual_extraction,PubMed,36879442,https://pubmed.ncbi.nlm.nih.gov/36879442/,10.1093/jas/skad073,36879442,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:33763720,needs_manual_extraction,PubMed,33763720,https://pubmed.ncbi.nlm.nih.gov/33763720/,10.1007/s00394-021-02538-8,33763720,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:31952249,needs_manual_extraction,PubMed,31952249,https://pubmed.ncbi.nlm.nih.gov/31952249/,10.3390/nu12010222,31952249,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41372103,needs_manual_extraction,PubMed,41372103,https://europepmc.org/article/MED/41372103,10.1111/obr.70037,41372103,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41804549,needs_manual_extraction,PubMed,41804549,https://europepmc.org/article/MED/41804549,10.1080/19585969.2026.2637716,41804549,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42057790,needs_manual_extraction,PubMed,42057790,https://europepmc.org/article/MED/42057790,10.3389/fmicb.2026.1782016,42057790,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42010766,needs_manual_extraction,PubMed,42010766,https://pubmed.ncbi.nlm.nih.gov/42010766/,10.1080/19490976.2026.2661415,42010766,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41907517,needs_manual_extraction,PubMed,41907517,https://pubmed.ncbi.nlm.nih.gov/41907517/,10.1080/29933935.2025.2605879,41907517,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41835385,needs_manual_extraction,PubMed,41835385,https://pubmed.ncbi.nlm.nih.gov/41835385/,10.3389/fnut.2026.1733803,41835385,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41743894,needs_manual_extraction,PubMed,41743894,https://pubmed.ncbi.nlm.nih.gov/41743894/,10.1007/s40200-026-01887-7,41743894,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41599863,needs_manual_extraction,PubMed,41599863,https://pubmed.ncbi.nlm.nih.gov/41599863/,10.3390/nu18020250,41599863,needs_manual_extraction,Lactiplantibacillus plantarum,CKDB-322;Q180,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40851363,needs_manual_extraction,PubMed,40851363,https://europepmc.org/article/MED/40851363,10.1080/07853890.2025.2551284,40851363,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41098558,needs_manual_extraction,PubMed,41098558,https://europepmc.org/article/MED/41098558,10.1002/osp4.70093,41098558,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41486934,needs_manual_extraction,PubMed,41486934,https://pubmed.ncbi.nlm.nih.gov/41486934/,10.71150/jm.2511001,41486934,needs_manual_extraction,Lactiplantibacillus plantarum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40732984,needs_manual_extraction,PubMed,40732984,https://pubmed.ncbi.nlm.nih.gov/40732984/,10.3390/nu17142360,40732984,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39340527,needs_manual_extraction,PubMed,39340527,https://pubmed.ncbi.nlm.nih.gov/39340527/,10.1080/10408398.2024.2409956,39340527,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39520336,needs_manual_extraction,PubMed,39520336,https://pubmed.ncbi.nlm.nih.gov/39520336/,10.1002/mnfr.202400451,39520336,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39455650,needs_manual_extraction,PubMed,39455650,https://pubmed.ncbi.nlm.nih.gov/39455650/,10.1038/s41598-024-75594-9,39455650,needs_manual_extraction,Lactiplantibacillus plantarum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38270436,needs_manual_extraction,PubMed,38270436,https://pubmed.ncbi.nlm.nih.gov/38270436/,10.1128/spectrum.02552-23,38270436,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38744950,needs_manual_extraction,PubMed,38744950,https://pubmed.ncbi.nlm.nih.gov/38744950/,10.1038/s41598-024-61130-2,38744950,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37685493,needs_manual_extraction,PubMed,37685493,https://pubmed.ncbi.nlm.nih.gov/37685493/,10.3390/healthcare11172459,37685493,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36944956,needs_manual_extraction,PubMed,36944956,https://pubmed.ncbi.nlm.nih.gov/36944956/,10.1186/s12986-023-00739-y,36944956,needs_manual_extraction,Lacticaseibacillus paracasei,K56,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38068829,needs_manual_extraction,PubMed,38068829,https://pubmed.ncbi.nlm.nih.gov/38068829/,10.3390/nu15234971,38068829,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:34967874,needs_manual_extraction,PubMed,34967874,https://pubmed.ncbi.nlm.nih.gov/34967874/,10.1093/jas/skab379,34967874,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:33178196,needs_manual_extraction,PubMed,33178196,https://europepmc.org/article/MED/33178196,10.3389/fimmu.2020.571731,33178196,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:32718098,needs_manual_extraction,PubMed,32718098,https://europepmc.org/article/MED/32718098,10.3390/nu12082200,32718098,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:32152146,needs_manual_extraction,PubMed,32152146,https://pubmed.ncbi.nlm.nih.gov/32152146/,10.1136/bmjdrc-2019-000948,32152146,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:31126565,needs_manual_extraction,PubMed,31126565,https://pubmed.ncbi.nlm.nih.gov/31126565/,10.1016/j.ctim.2019.05.008,31126565,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:30468509,needs_manual_extraction,PubMed,30468509,https://pubmed.ncbi.nlm.nih.gov/30468509/,10.26355/eurrev_201811_16301,30468509,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:29547587,needs_manual_extraction,PubMed,29547587,https://pubmed.ncbi.nlm.nih.gov/29547587/,10.3390/genes9030167,29547587,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42131482,needs_manual_extraction,PubMed,42131482,https://europepmc.org/article/MED/42131482,10.3389/fphys.2026.1766078,42131482,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41576942,needs_manual_extraction,PubMed,41576942,https://europepmc.org/article/MED/41576942,10.1016/j.xcrm.2025.102573,41576942,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42221502,needs_manual_extraction,PubMed,42221502,https://europepmc.org/article/MED/42221502,10.3389/fmicb.2026.1809114,42221502,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41599902,needs_manual_extraction,PubMed,41599902,https://europepmc.org/article/MED/41599902,10.3390/nu18020290,41599902,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41822330,needs_manual_extraction,PubMed,41822330,https://europepmc.org/article/MED/41822330,10.3389/fcimb.2026.1705021,41822330,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:10.21203/rs.3.rs-9134629/v1,needs_manual_extraction,publisher supplementary data,10.21203/rs.3.rs-9134629/v1,,10.21203/rs.3.rs-9134629/v1,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42051485,needs_manual_extraction,PubMed,42051485,https://europepmc.org/article/MED/42051485,10.3389/fimmu.2026.1803488,42051485,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42072163,needs_manual_extraction,PubMed,42072163,https://europepmc.org/article/MED/42072163,10.3390/antiox15040522,42072163,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
