evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
NCT:NCT01235026,clinical_trial,ClinicalTrials.gov,NCT01235026,https://clinicaltrials.gov/study/NCT01235026,,,Synbiotics and Low Grade Inflammation in Obese Subjects,2010,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01106924,clinical_trial,ClinicalTrials.gov,NCT01106924,https://clinicaltrials.gov/study/NCT01106924,,,Effects of a Probiotic on Body Weight,2010,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05664321,clinical_trial,ClinicalTrials.gov,NCT05664321,https://clinicaltrials.gov/study/NCT05664321,,,Influence of Adiposity and Other Factors on the Gut Microbiota Composition,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04136587,clinical_trial,ClinicalTrials.gov,NCT04136587,https://clinicaltrials.gov/study/NCT04136587,,,The Bacterial Secretome in IBD,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04863313,clinical_trial,ClinicalTrials.gov,NCT04863313,https://clinicaltrials.gov/study/NCT04863313,,,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04685057,clinical_trial,ClinicalTrials.gov,NCT04685057,https://clinicaltrials.gov/study/NCT04685057,,,Probiotic Treatment for Prader-Willi Syndrome,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06327919,clinical_trial,ClinicalTrials.gov,NCT06327919,https://clinicaltrials.gov/study/NCT06327919,,,Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery,2022,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06815926,clinical_trial,ClinicalTrials.gov,NCT06815926,https://clinicaltrials.gov/study/NCT06815926,,,Clinical Trial to Evaluate the Effect of a Probiotic Product on Weight,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01650025,clinical_trial,ClinicalTrials.gov,NCT01650025,https://clinicaltrials.gov/study/NCT01650025,,,"Effects of VSL#3 on Metabolic, Endocrine, Lipidomic and Inflammatory Parameters of Pediatric Patients With BMI>90°",2012,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05791604,clinical_trial,ClinicalTrials.gov,NCT05791604,https://clinicaltrials.gov/study/NCT05791604,,,The Intervention of Obesity in Children With Prader-Willi Syndrome Using Prebiotics and Probiotics,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
