evidence_id,source_database,source_accession,title,sample_size_hint,duration_hint,cfu_hint,dose_hint,bmi_hint,p_value_hint,intervention_hint,primary_outcome_hint,body_weight_effect_hint,bmi_effect_hint,waist_effect_hint,body_fat_effect_hint,glucose_effect_hint,lipid_effect_hint,microbiome_effect_hint,manual_extraction_note
EUROPEPMC:41938967,PubMed,41938967,Efficacy of probiotic supplementation for body weight management in overweight and obese adults: a meta-analysis of randomized controlled trials predominantly from East Asia.,,,1 x 10^10 CFU/day,,,p < 0.01; p = 0.03; p = 0.06; p = 0.09,,,"Statistical analysis was performed using Review Manager 5.4, and sources of heterogeneity were explored through subgroup analysis.; A meta-analysis of 12 randomized controlled trials demonstrated that probiotics effectively improve body weight (MD = -0.52, 95% CI - 0.90 to -0.13, p < 0.01), BMI (MD = -0.22, 95% CI - 0.34 to -0.11, p < 0.01), waist circumference (MD = -0.29, 95% CI - 0.56 to -0.02, p = 0.03), and body fat percentage (MD = -0.59, 95% CI - 0.96 to -0.21, p < 0.01) in obese patients","Statistical analysis was performed using Review Manager 5.4, and sources of heterogeneity were explored through subgroup analysis.; A meta-analysis of 12 randomized controlled trials demonstrated that probiotics effectively improve body weight (MD = -0.52, 95% CI - 0.90 to -0.13, p < 0.01), BMI (MD = -0.22, 95% CI - 0.34 to -0.11, p < 0.01), waist circumference (MD = -0.29, 95% CI - 0.56 to -0.02, p = 0.03), and body fat percentage (MD = -0.59, 95% CI - 0.96 to -0.21, p < 0.01) in obese patients","Statistical analysis was performed using Review Manager 5.4, and sources of heterogeneity were explored through subgroup analysis.; A meta-analysis of 12 randomized controlled trials demonstrated that probiotics effectively improve body weight (MD = -0.52, 95% CI - 0.90 to -0.13, p < 0.01), BMI (MD = -0.22, 95% CI - 0.34 to -0.11, p < 0.01), waist circumference (MD = -0.29, 95% CI - 0.56 to -0.02, p = 0.03), and body fat percentage (MD = -0.59, 95% CI - 0.96 to -0.21, p < 0.01) in obese patients","Statistical analysis was performed using Review Manager 5.4, and sources of heterogeneity were explored through subgroup analysis.; A meta-analysis of 12 randomized controlled trials demonstrated that probiotics effectively improve body weight (MD = -0.52, 95% CI - 0.90 to -0.13, p < 0.01), BMI (MD = -0.22, 95% CI - 0.34 to -0.11, p < 0.01), waist circumference (MD = -0.29, 95% CI - 0.56 to -0.02, p = 0.03), and body fat percentage (MD = -0.59, 95% CI - 0.96 to -0.21, p < 0.01) in obese patients",,"Statistical analysis was performed using Review Manager 5.4, and sources of heterogeneity were explored through subgroup analysis.; A meta-analysis of 12 randomized controlled trials demonstrated that probiotics effectively improve body weight (MD = -0.52, 95% CI - 0.90 to -0.13, p < 0.01), BMI (MD = -0.22, 95% CI - 0.34 to -0.11, p < 0.01), waist circumference (MD = -0.29, 95% CI - 0.56 to -0.02, p = 0.03), and body fat percentage (MD = -0.59, 95% CI - 0.96 to -0.21, p < 0.01) in obese patients",,Review source text before entering numeric values into final tables.
EUROPEPMC:42074987,PubMed,42074987,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of",n = 30,12-week,,,,p = 0.016; p = 0.047; p = 0.034; p = 0.053; p = 0.066; p = 0.062; p = 0.014,,,"In this randomized, double-blind clinical trial, the efficacy of a postbiotic product in managing overweight and associated parameters was assessed.; Sixty individuals were randomized into two groups: one group (n = 30) received the Postbiotic (heat-killed L.",,"Body weight, waist circumference, body composition, vital signs, blood biomarkers and questionnaires for quality of life, eating behavior, eating control and gastrointestinal symptoms were assessed.; After a 12-week intervention, body fat mass (primary parameter) was significantly (p = 0.016) reduced in the Postbiotic group (98.15 &#177; 3.32% of baseline) compared to the Placebo group (100.41 &#177; 3.39%).","Body weight, waist circumference, body composition, vital signs, blood biomarkers and questionnaires for quality of life, eating behavior, eating control and gastrointestinal symptoms were assessed.; After a 12-week intervention, body fat mass (primary parameter) was significantly (p = 0.016) reduced in the Postbiotic group (98.15 &#177; 3.32% of baseline) compared to the Placebo group (100.41 &#177; 3.39%).",Estimated average glucose (eAG) differed significantly between the groups in individuals with normal fasting glucose levels.,,,Review source text before entering numeric values into final tables.
EUROPEPMC:42141362,PubMed,42141362,Effect of Sevelamer and B. longum on Insulin Sensitivity in Participants With Obesity: A Randomized Clinical Trial.,,4 weeks,,,,p = 0.022; p = 0.016,,,,,,,"This study evaluated whether two interventions with putative lipopolysaccharide (LPS)-lowering properties, the phosphate binder sevelamer or a synbiotic, improve insulin sensitivity in humans.; We conducted a randomized, double-blind, placebo-controlled, three-arm parallel-group trial.","Sevelamer increased plasma levels of metabolites linked to improved glucose and lipid metabolism, such as bile acids, amino acids (citrulline, betaine), NAD+ precursors (trigonelline), and xenobiotics (genistein, umbelliferone).; Sevelamer improves insulin sensitivity and LDL-C in participants with obesity.",,Review source text before entering numeric values into final tables.
EUROPEPMC:41814326,PubMed,41814326,Effects of synbiotic supplementation on metabolic profiles in children with obesity: a randomized double-blinded placebo-controlled trial.,,3 months; 3-month,,10 g,,P = 0.001,,,,No significant changes were observed in BMI z-score or other metabolic parameters.,,,"Synbiotics may improve metabolic health by modulating gut microbiota.; To evaluate the effects of synbiotic supplementation on lipid profiles, fasting blood glucose (FBG), insulin, and alanine aminotransferase (ALT) in children with obesity.; This randomized, double-blind, placebo-controlled trial (April 2024-June 2025), children aged 7&#8211;18 years with obesity received either a new freeze-dried synbiotic (10 g inulin from Thai Jerusalem artichoke plus Bifidobacterium animalis and Lactobacillus par","Synbiotics may improve metabolic health by modulating gut microbiota.; To evaluate the effects of synbiotic supplementation on lipid profiles, fasting blood glucose (FBG), insulin, and alanine aminotransferase (ALT) in children with obesity.; This randomized, double-blind, placebo-controlled trial (April 2024-June 2025), children aged 7&#8211;18 years with obesity received either a new freeze-dried synbiotic (10 g inulin from Thai Jerusalem artichoke plus Bifidobacterium animalis and Lactobacillus par","Synbiotics may improve metabolic health by modulating gut microbiota.; To evaluate the effects of synbiotic supplementation on lipid profiles, fasting blood glucose (FBG), insulin, and alanine aminotransferase (ALT) in children with obesity.; This randomized, double-blind, placebo-controlled trial (April 2024-June 2025), children aged 7&#8211;18 years with obesity received either a new freeze-dried synbiotic (10 g inulin from Thai Jerusalem artichoke plus Bifidobacterium animalis and Lactobacillus par",Review source text before entering numeric values into final tables.
PMID:42120725,PubMed,42120725,Pasteurized Akkermansia muciniphila Muc,n = 90,8-week; 24-week,,,,P = 0.012; P = 0.009,,,"Here we show that MucT led to lower body weight regain versus placebo at the end of the weight maintenance period (MucT: 1.2 &#177; 0.7 kg, placebo: 3.2 &#177; 0.4 kg, P = 0.012).",,,,,,,Review source text before entering numeric values into final tables.
PMID:41524907,PubMed,41524907,A multifaceted lifestyle program for weight loss in overweight adults: evidence from a randomised clinical trial.,,8-week; 8 weeks; 4 weeks,,,BMI 25&#8211;29.9,p < 0.001,,,"The secondary outcome was the effect of the different fibres.; At week 4, participants receiving MLP + P and MLP + BioPB exhibited significant reductions (p < 0.001) in body weight (&#8722; 4.8 kg; and &#8722; 5.1 kg, respectively), BMI (&#8722; 1.7 kg/m2 and &#8722; 1.7 kg/m2, respectively), body fat mass (&#8722; 3.7 kg and &#8722; 4.2 kg) and visceral fat scores (&#8722; 1.9 and &#8722; 2.4).","The secondary outcome was the effect of the different fibres.; At week 4, participants receiving MLP + P and MLP + BioPB exhibited significant reductions (p < 0.001) in body weight (&#8722; 4.8 kg; and &#8722; 5.1 kg, respectively), BMI (&#8722; 1.7 kg/m2 and &#8722; 1.7 kg/m2, respectively), body fat mass (&#8722; 3.7 kg and &#8722; 4.2 kg) and visceral fat scores (&#8722; 1.9 and &#8722; 2.4).",,"The secondary outcome was the effect of the different fibres.; At week 4, participants receiving MLP + P and MLP + BioPB exhibited significant reductions (p < 0.001) in body weight (&#8722; 4.8 kg; and &#8722; 5.1 kg, respectively), BMI (&#8722; 1.7 kg/m2 and &#8722; 1.7 kg/m2, respectively), body fat mass (&#8722; 3.7 kg and &#8722; 4.2 kg) and visceral fat scores (&#8722; 1.9 and &#8722; 2.4).",,"MLP + P and MLP + BioPB showed differing effects on blood lipids and inflammatory markers: reductions in cholesterol and LDL-cholesterol were greater and more persistent in the MLP + BioPB group, whereas the CRP levels (high CRP levels are linked to inflammation and metabolic disorders) were significantly reduced in the MLP + P group only.",,Review source text before entering numeric values into final tables.
PMID:41410576,PubMed,41410576,Daily mango (,,8 weeks,,400 g,BMI 18-23; BMI 27-35,,,,"Main objective of this double-blind, randomized, controlled pilot study was to evaluate whether 8 weeks of mango and probiotic intake would enhance microbial gallotannin-metabolite levels, reduce inflammation, and improve cognitive function in overweight/obese individuals.",,,,,,"Microbiota analysis identified enrichment of Lactobacillus and Lachnospiraceae in the mango-probiotics group, while Clostridium and Streptococcus decreased.",Review source text before entering numeric values into final tables.
NCT:NCT06780007,ClinicalTrials.gov,NCT06780007,Weight Loss Effect of Akkermansia Muciniphila in Obese Patients,106,,,,,,Probiotic; Placebo,Change in Body Mass Index(BMI),,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT07515443,ClinicalTrials.gov,NCT07515443,The Effects of a Commercially Available Synbiotic on the Gut Microbiome and Cardiometabolic Health: A Randomized Double-Blind Placebo-Controlled Trial,47,,,,,,Synbiotic; Placebo,Gut microbiome diversity and total bacteria; Blood biomarkers,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:40987620,PubMed,40987620,Can pre-/pro and synbiotics affect cardiovascular risk factors in children and adolescence with overweight and obesity? A grade-assessed systematic review and meta-analysis of randomized controlled trials.,,,,0.27 mg; 0.73 mg; 0.99 mg; 0.24 mg; 1.04 mg,,P < 0.001; P < 0.05,,,"Data were pooled using a random-effects model.; Meta-analysis showed no significant effect of prebiotic/probiotic/synbiotic supplementation on weight (WMD = -0.25 kg; 95 % CI: -1.96, 1.47), BMI (WMD = -0.18 kg/m&#178;; 95 % CI: -0.66, 0.29), BMI-z score (WMD = -0.02 unit; 95 % CI: -0.12, 0.05), FBS (WMD = -0.27 mg/dl; 95 % CI: -1.11, 0.57), insulin (WMD = 0.70 &#956;IU/mL; 95 % CI: -1.18, 2.59), HOMA-IR (WMD = 0.24 unit; 95 % CI: -0.28, 0.75), TG (WMD = -0.73 mg/dl; 95 % CI: -7.11-8.57), TC (WMD = 0.99 mg","Data were pooled using a random-effects model.; Meta-analysis showed no significant effect of prebiotic/probiotic/synbiotic supplementation on weight (WMD = -0.25 kg; 95 % CI: -1.96, 1.47), BMI (WMD = -0.18 kg/m&#178;; 95 % CI: -0.66, 0.29), BMI-z score (WMD = -0.02 unit; 95 % CI: -0.12, 0.05), FBS (WMD = -0.27 mg/dl; 95 % CI: -1.11, 0.57), insulin (WMD = 0.70 &#956;IU/mL; 95 % CI: -1.18, 2.59), HOMA-IR (WMD = 0.24 unit; 95 % CI: -0.28, 0.75), TG (WMD = -0.73 mg/dl; 95 % CI: -7.11-8.57), TC (WMD = 0.99 mg",,,"Data were pooled using a random-effects model.; Meta-analysis showed no significant effect of prebiotic/probiotic/synbiotic supplementation on weight (WMD = -0.25 kg; 95 % CI: -1.96, 1.47), BMI (WMD = -0.18 kg/m&#178;; 95 % CI: -0.66, 0.29), BMI-z score (WMD = -0.02 unit; 95 % CI: -0.12, 0.05), FBS (WMD = -0.27 mg/dl; 95 % CI: -1.11, 0.57), insulin (WMD = 0.70 &#956;IU/mL; 95 % CI: -1.18, 2.59), HOMA-IR (WMD = 0.24 unit; 95 % CI: -0.28, 0.75), TG (WMD = -0.73 mg/dl; 95 % CI: -7.11-8.57), TC (WMD = 0.99 mg",,,Review source text before entering numeric values into final tables.
PMID:40066582,PubMed,40066582,"Effects of probiotic supplementation on blood lipids &#305;n hypercholesterolemic obese patients: a randomized, double-blind, placebo-controlled pilot trial.",n = 12,8 weeks; 8-week,1.5 x 10^9 CFU,31.00 mg,BMI = 30.0-35.0,p < 0.05,,,"Body weight, BMI, body fat ratio, and waist circumference also significantly decreased after the dietary intervention in both groups (p < 0.05).","Body weight, BMI, body fat ratio, and waist circumference also significantly decreased after the dietary intervention in both groups (p < 0.05).","Body weight, BMI, body fat ratio, and waist circumference also significantly decreased after the dietary intervention in both groups (p < 0.05).","Body weight, BMI, body fat ratio, and waist circumference also significantly decreased after the dietary intervention in both groups (p < 0.05).",,"Results: after the 8-week dietary intervention, both probiotic and placebo groups showed significant decreased in total cholesterol (-36.50 &#177; 19.27 vs -25.91 &#177; 19.25, mg/dl), LDL-C (-(31.75 &#177; 18.11 vs -31.91 &#177; 31.00 mg/dl) and TG (-31.83 &#177; 67.37 vs -28.25 &#177; 59.09), respectively (p < 0.05).",,Review source text before entering numeric values into final tables.
PMID:39842252,PubMed,39842252,"Effect of caloric restriction with probiotic supplementation on body composition, quality of life, and psychobiological factors of obese men: A randomized, double-blinded placebo-controlled clinical trial.",n = 12; n = 13,12 weeks,,1 g,,p < 0.001; p = 0.823; p = 0.712; p = 0.028; p = 0.039; p = 0.013; p = 0.003,,,"We verified that CR resulted in weight loss (p < 0.001; &#951;2&#961; = 0.754) in both CRPLA (MD: -6.30 kg; p < 0.001) and CRPRO (MD: -5.97 kg; p < 0.001), without differences between groups (p = 0.823; &#951;2&#961; = 0.002).",,,"Moreover, both CRPLA (MD: -4.83 kg; p < 0.001) and CRPRO (MD: -5.20 kg; p < 0.001) decreased body fat without difference between groups (p = 0.712; &#951;2&#961; = 0.006).",,,"As such, we aimed to verify the effect of CR with probiotic supplementation on the body composition, quality of life, sleep quality, anxiety, stress, and depression symptoms of adult men living with obesity.; The study is called the Clinical Study of Obesity and Intestinal Microbiota (ECOMI).",Review source text before entering numeric values into final tables.
PMID:39981988,PubMed,39981988,"Nutraceutical Blends Promote Weight Loss, Inflammation Reduction, and Better Sleep: The Role of Faecalibacterium prausnitzii in Overweight Adults-A Double-Blind Trial.",77 participants,90 days,,,,,,,"Nutraceutical Blends Promote Weight Loss, Inflammation Reduction, and Better Sleep: The Role of Faecalibacterium prausnitzii in Overweight Adults-A Double-Blind Trial.",,"The results showed a reduction in body weight, waist-to-height ratio, total cholesterol, and fractions in the NSupple_Silybum group.",,,"The results showed a reduction in body weight, waist-to-height ratio, total cholesterol, and fractions in the NSupple_Silybum group.","This study explores the effects of a nutraceutical blend with prebiotics, &#946;-glucans, essential minerals, and silymarin on gut microbiota, inflammation, and sleep quality in obesity through microbiota reshaping and metabolic improvements over 90 days.",Review source text before entering numeric values into final tables.
PMID:40902730,PubMed,40902730,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (S&#227;o Paulo Clinical Study of Obesity and Intestinal Microbiota).,n = 25; n = 24,12-Week,,,,P < 0.001; P = 0.966,,,"Both groups experienced reductions in body weight, FM, and REEm over 12 wk (P < 0.001), with no differences between groups (P > 0.05).",,,Adaptive thermogenesis represents a metabolic adaptation that reduces energy expenditure beyond what is expected from changes in fat-free mass (FFM) and fat mass (FM) following continuous energy restriction (CER).,,,,Review source text before entering numeric values into final tables.
NCT:NCT06710106,ClinicalTrials.gov,NCT06710106,Effect of a Low-calorie Diet With a Prebiotic Supplement on Health of Overweight-obese Subjects.,156,,,,,,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet,Fecal microbiota,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet Fecal microbiota Body weight; Height; Body mass index; Body fat percentage; Body muscle mass; Body lean mass; Body water mass; Body bone mass; Gastrointestinal symptoms; Dietary intake; Physical activity; Adherence to capsule consumption; Waist circumference; Hip circumference; Neck circumference; Systolic blood pressure; Diastolic blood pressure; Heart rate; Glucose concentration; Insulin concentration; Blood glycated hemoglobin; HOMA ind,Review source text before entering numeric values into final tables.
NCT:NCT06305650,ClinicalTrials.gov,NCT06305650,Probiotic Influence on Obesity-Related Lipidemia,72,,,,,,Probiotic,Effect on body mass index (BMI) values.,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05949255,ClinicalTrials.gov,NCT05949255,Probiotics and Insulin Resistance in Obese Asthmatics,7,,,,,,Probiotic; Placebo,Determine if probiotic administration modulates airway microbiome/metabolome in obese insulin resistant asthmatics; Determine if modulation of leptin levels and insulin sensitivity by probiotics administration correlates with airway metabolome alterations and weight loss in obese insulin resistant asthmatics; Determine if microbiome/metabolome changes in probiotics group correlates with changes in asthma biomarkers and improved clinical outcomes compared to placebo in obese insulin resistant asthmatics,Probiotics and Insulin Resistance in Obese Asthmatics  Probiotic; Placebo Determine if probiotic administration modulates airway microbiome/metabolome in obese insulin resistant asthmatics; Determine if modulation of leptin levels and insulin sensitivity by probiotics administration correlates with airway metabolome alterations and weight loss in obese insulin resistant asthmatics; Determine if microbiome/metabolome changes in probiotics group correlates with changes in asthma biomarkers and imp,,,,Probiotics and Insulin Resistance in Obese Asthmatics  Probiotic; Placebo Determine if probiotic administration modulates airway microbiome/metabolome in obese insulin resistant asthmatics; Determine if modulation of leptin levels and insulin sensitivity by probiotics administration correlates with airway metabolome alterations and weight loss in obese insulin resistant asthmatics; Determine if microbiome/metabolome changes in probiotics group correlates with changes in asthma biomarkers and imp,,Probiotics and Insulin Resistance in Obese Asthmatics  Probiotic; Placebo Determine if probiotic administration modulates airway microbiome/metabolome in obese insulin resistant asthmatics; Determine if modulation of leptin levels and insulin sensitivity by probiotics administration correlates with airway metabolome alterations and weight loss in obese insulin resistant asthmatics; Determine if microbiome/metabolome changes in probiotics group correlates with changes in asthma biomarkers and imp,Review source text before entering numeric values into final tables.
NCT:NCT06213480,ClinicalTrials.gov,NCT06213480,Next-Generation Synbiotic in Individuals With Overweight or Obesity,60,,,,,,Synbiotic Group; Placebo Group,Total Body Fat Mass through DXA (percentage); Total Body Fat Mass through BodPod (percentage); Fat Mass to Height (kg/m2); Fat Mass (kg); Body Lean Mass to Height (kg/m2); Fat Free Mass (%); Fat Free Mass (Kg); Visceral Fat Volume (cm3); Visceral Fat Mass (grams); Fasting Glucose (mg/dL); Fasting Insulin (mIU/L); HbA1c (%); Anxiety (number in 0-63 scale); Depression (number in 0-63 scale); Food cravings (number in 0-52 scale); Gut Microbial Composition (depending on funding availability at the time of analysis); Blood Microbial Composition (depending on funding availability at the time of analysis); Body Weight (kg); Body Height (meters),Next-Generation Synbiotic in Individuals With Overweight or Obesity  Synbiotic Group; Placebo Group Total Body Fat Mass through DXA (percentage); Total Body Fat Mass through BodPod (percentage); Fat Mass to Height (kg/m2); Fat Mass (kg); Body Lean Mass to Height (kg/m2); Fat Free Mass (%); Fat Free Mass (Kg); Visceral Fat Volume (cm3); Visceral Fat Mass (grams); Fasting Glucose (mg/dL); Fasting Insulin (mIU/L); HbA1c (%); Anxiety (number in 0-63 scale); Depression (number in 0-63 scale); Food cr,,,Next-Generation Synbiotic in Individuals With Overweight or Obesity  Synbiotic Group; Placebo Group Total Body Fat Mass through DXA (percentage); Total Body Fat Mass through BodPod (percentage); Fat Mass to Height (kg/m2); Fat Mass (kg); Body Lean Mass to Height (kg/m2); Fat Free Mass (%); Fat Free Mass (Kg); Visceral Fat Volume (cm3); Visceral Fat Mass (grams); Fasting Glucose (mg/dL); Fasting Insulin (mIU/L); HbA1c (%); Anxiety (number in 0-63 scale); Depression (number in 0-63 scale); Food cr,Next-Generation Synbiotic in Individuals With Overweight or Obesity  Synbiotic Group; Placebo Group Total Body Fat Mass through DXA (percentage); Total Body Fat Mass through BodPod (percentage); Fat Mass to Height (kg/m2); Fat Mass (kg); Body Lean Mass to Height (kg/m2); Fat Free Mass (%); Fat Free Mass (Kg); Visceral Fat Volume (cm3); Visceral Fat Mass (grams); Fasting Glucose (mg/dL); Fasting Insulin (mIU/L); HbA1c (%); Anxiety (number in 0-63 scale); Depression (number in 0-63 scale); Food cr,,,Review source text before entering numeric values into final tables.
PMID:38999802,PubMed,38999802,"Preoperative Multistrain Probiotic Supplementation Does Not Affect Body Weight Changes or Cardiometabolic Risk Factors in Bariatrics: Randomized, Double-Blind, Placebo-Controlled Clinical Trial.",48 patients,12-week; 6 months,,,,,,,,,,,,,,Review source text before entering numeric values into final tables.
PMID:39594072,PubMed,39594072,Modulation of Serum Metabolic Profiles by,10 participants; 33 participants,,,,,p < 0.05,,,"Similarly, body mass index (BMI), weight, and body fat percentage (BFP) were positively linked to serum metabolites (1-Hydroxycyclohexyl) acetic acid, and 5-Oxooctanoic acid (p < 0.05).","Similarly, body mass index (BMI), weight, and body fat percentage (BFP) were positively linked to serum metabolites (1-Hydroxycyclohexyl) acetic acid, and 5-Oxooctanoic acid (p < 0.05).",,"Similarly, body mass index (BMI), weight, and body fat percentage (BFP) were positively linked to serum metabolites (1-Hydroxycyclohexyl) acetic acid, and 5-Oxooctanoic acid (p < 0.05).","The BBr60 intervention significantly regulated 134 serum metabolites and influenced crucial metabolic pathways in obesity management (p < 0.05), including ascorbate and aldarate metabolism for oxidative stress reduction, cholesterol metabolism for lipid regulation, parathyroid hormone synthesis, secretion and action for the endocrine system, oxidative phosphorylation for enhanced energy efficiency, and glycolysis/gluconeogenesis for glucose metabolism.","The BBr60 intervention significantly regulated 134 serum metabolites and influenced crucial metabolic pathways in obesity management (p < 0.05), including ascorbate and aldarate metabolism for oxidative stress reduction, cholesterol metabolism for lipid regulation, parathyroid hormone synthesis, secretion and action for the endocrine system, oxidative phosphorylation for enhanced energy efficiency, and glycolysis/gluconeogenesis for glucose metabolism.",,Review source text before entering numeric values into final tables.
PMID:39574069,PubMed,39574069,Strategic interventions in clinical randomized trials for metabolic dysfunction-associated steatotic liver disease (MASLD) and obesity in the pediatric population: a systematic review with meta-analysis and bibliometric analysis.,,3 months,,,,,,,,"Significant overall treatment effects were observed for ALT, AST, BMI, and HOMA-IR mainly by supplements and lifestyle.",,,"Significant overall treatment effects were observed for ALT, AST, BMI, and HOMA-IR mainly by supplements and lifestyle.",,,Review source text before entering numeric values into final tables.
PMID:39117856,PubMed,39117856,"Effects of Probiotic Supplementation Added to a Weight Loss Program on Anthropometric Measures, Body Composition, Eating Behavior, and Related Hormone Levels in Patients with Food Addiction and Weight Regain After Bariatric Surgery: A Randomized Clinical Trial.",n = 50,12 weeks,,,,p = 0.008; p = 0.001; p < 0.001; p = 0.02,,,"Then, anthropometric measurements, biochemical markers, eating behavior, and food addiction were assessed.; Weight and body mass index (BMI) decreased significantly in the probiotic group compared to placebo (p = 0.008, p = 0.001, respectively).","Then, anthropometric measurements, biochemical markers, eating behavior, and food addiction were assessed.; Weight and body mass index (BMI) decreased significantly in the probiotic group compared to placebo (p = 0.008, p = 0.001, respectively).",,Fat mass was significantly decreased in the probiotic group (p < 0.001).,,,,Review source text before entering numeric values into final tables.
PMID:39298907,PubMed,39298907,"The effect of microbiome-modulating therapeutics on glucose homeostasis in metabolic syndrome: A systematic review, meta-analysis, and meta-regression of clinical trials.",n = 911,,,4.03 mg,,,,,,,,,"Microbiome-modulating probiotics, prebiotics, synbiotics and fecal microbiota transplant (FMT) are promising adjunct therapies for improving parameters of glucose homeostasis and insulinemia.; We conducted a comprehensive systematic review, meta-analyses, and meta-regressions to investigate the effect of the abovementioned microbiome therapies on various biomarkers after screening clinical trials published through April 2023.",,"Microbiome-modulating probiotics, prebiotics, synbiotics and fecal microbiota transplant (FMT) are promising adjunct therapies for improving parameters of glucose homeostasis and insulinemia.; We conducted a comprehensive systematic review, meta-analyses, and meta-regressions to investigate the effect of the abovementioned microbiome therapies on various biomarkers after screening clinical trials published through April 2023.",Review source text before entering numeric values into final tables.
NCT:NCT06030999,ClinicalTrials.gov,NCT06030999,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics,150,,,,,,Study product A (Wonderlab wonder4shape); Study product B (Wonderlab wonder4shape); Study product C (placebo),Change of Weight,,,,,,,,Review source text before entering numeric values into final tables.
